message,label
K..k:)how about your training process?,ham
Can a not?,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,ham
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
"Babe, I'm back ... Come back to me ...",ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
I dont know oh. Hopefully this month.,ham
Wif my family booking tour package.,ham
:-( that's not v romantic!,ham
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
They finally came to fix the ceiling.,ham
"Sorry, I'll call later",ham
Yo we are watching a movie on netflix,ham
Ok lor...,ham
Saw Guys and Dolls last night with Patrick Swayze it was great,ham
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
Did you show him and wot did he say or could u not c him 4 dust?,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
"Come to me right now, Ahmad",ham
I wait 4 ü inside da car park...,ham
Where do you need to go to get it?,ham
My drive can only be read. I need to write,ham
Pathaya enketa maraikara pa',ham
Ok lor...,ham
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
I think that tantrum's finished so yeah I'll be by at some point,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
I pocked you up there before,ham
Hi..i got the money da:),ham
Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham
Hi dis is yijue i would be happy to work wif ü all for gek1510...,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
So when do you wanna gym?,ham
I might go 2 sch. Yar at e salon now v boring.,ham
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam
You are a very very very very bad girl. Or lady.,ham
"Hiya, had a good day? Have you spoken to since the weekend?",ham
You have got tallent but you are wasting.,ham
What Today-sunday..sunday is holiday..so no work..,ham
Oops i thk i dun haf enuff... I go check then tell ü..,ham
I'm very happy for you babe ! Woo hoo party on dude!,ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
Come to medical college at 7pm ......forward it da,ham
How much she payed. Suganya.,ham
Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
"That's cool, I'll come by like  &lt;#&gt; ish",ham
* Thought I didn't see you.,ham
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam
"Tonight? Yeah, I'd be down for that",ham
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ham
S.this will increase the chance of winning.,ham
"Hiya, probably coming home * weekend after next",ham
Be sure to check your yahoo email. We sent photos yesterday,ham
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam
Wat time r ü going to xin's hostel?,ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham
"Sorry, I'll call later",ham
I think it's all still in my car,ham
Wat time ü finish?,ham
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
Oh... Okie lor...We go on sat... ,ham
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
Waaaat?? Lololo ok next time then!,ham
No plm i will come da. On the way.,ham
You still at the game?,ham
At what time are you coming.,ham
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham
Sday only joined.so training we started today:),ham
Yes i have. So that's why u texted. Pshew...missing you so much,ham
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
Does uncle timi help in clearing cars,ham
Its good to hear from you,ham
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",ham
Also track down any lighters you can find,ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
Yeah whatever lol,ham
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham
Wat ü doing now?,ham
Holy living christ what is taking you so long,ham
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham
I keep ten rs in my shelf:) buy two egg.,ham
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam
K still are you loving me.,ham
Finish liao... U?,ham
"Fuuuuck I need to stop sleepin, sup",ham
If i said anything wrong sorry de:-),ham
I've reached home finally...,ham
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),ham
Dare i ask... Any luck with sorting out the car?,ham
"How long before you get reply, just defer admission til next semester",ham
"Sorry, I'll call later in meeting",ham
Uhhhhrmm isnt having tb test bad when youre sick,ham
have you ever had one foot before?,ham
Dont you have message offer,ham
Pls send me your address sir.,ham
Ok... Thanx... Gd nite 2 ü too...,ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
I'm really sorry I lit your hair on fire,ham
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam
Thats cool. How was your day?,ham
Boy you best get yo ass out here quick,ham
Buy one egg for me da..please:),ham
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,ham
S now only i took tablets . Reaction morning only.,ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
Okie... Thanx...,ham
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam
No she didnt. I will search online and let you know.,ham
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham
Dunno lei he neva say...,ham
Is toshiba portege m100 gd?,ham
It's ok i wun b angry. Msg u aft i come home tonight.,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
"Yup. Anything lor, if u dun wan it's ok...",ham
Great. Have a safe trip. Dont panic surrender all.,ham
Anytime lor...,ham
Tell me whos this pls:-),ham
Hmmm.but you should give it on one day..,ham
What r u cooking me for dinner?,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
It's justbeen overa week since we broke up and already our brains are going to mush!,ham
I sent them. Do you like?,ham
"Sure, whenever you show the fuck up &gt;:(",ham
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam
ringtoneking 84484,spam
Ok... I din get ur msg...,ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
They r giving a second chance to rahul dengra.,ham
Serious? What like proper tongued her,ham
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham
"Aight that'll work, thanks",ham
K..k..i'm also fine:)when will you complete the course?,ham
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham
Yay can't wait to party together!,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
Oh k k:)but he is not a big hitter.anyway good,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham
"Dude u knw also telugu..thts gud..k, gud nyt..",ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham
Haiyoh... Maybe your hamster was jealous of million,ham
Dear are you angry i was busy dear,ham
Hope you are having a great day.,ham
Thinkin about someone is all good. No drugs for that,ham
COME BACK TO TAMPA FFFFUUUUUUU,ham
"Nope, I'm still in the market",ham
How come i din c ü... Yup i cut my hair...,ham
Well there's still a bit left if you guys want to tonight,ham
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,ham
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
Which channel:-):-):):-).,ham
 &lt;#&gt;  mins but i had to stop somewhere first.,ham
K then 2marrow are you coming to class.,ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
ILL B DOWN SOON,ham
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam
I will come tomorrow di,ham
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,spam
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",ham
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham
Yar else i'll thk of all sorts of funny things.,ham
This message is brought to you by GMW Ltd. and is not connected to the,spam
I want snow. It's just freezing and windy.,ham
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham
I am joining today formally.Pls keep praying.will talk later.,ham
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
"They can try! They can get lost, in fact. Tee hee",ham
Ü collecting ur laptop then going to configure da settings izzit?,ham
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam
Not yet chikku..wat abt u?,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
Did u fix the teeth?if not do it asap.ok take care.,ham
Now only i reached home. . . I am very tired now. . I will come tomorro,ham
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",ham
Nothing just getting msgs by dis name wit different no's..,ham
"Like  &lt;#&gt; , same question",ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
Oh yah... We never cancel leh... Haha ,ham
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
Okay. I've seen it. So i should pick it on friday?,ham
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,ham
So are you guys asking that i get that slippers again or its gone with last year,ham
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam
How dare you change my ring,ham
Its worse if if uses half way then stops. Its better for him to complete it.,ham
Update your face book status frequently :),ham
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam
I want to be inside you every night...,ham
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",spam
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,spam
But pls dont play in others life.,ham
K:)k..its good:)when are you going?,ham
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam
That depends. How would you like to be treated? :),ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
Still chance there. If you search hard you will get it..let have a try :),ham
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham
Ok,ham
"Latest News! Police station toilet stolen, cops have nothing to go on!",spam
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
I cant pick the phone right now. Pls send a message,ham
"Same, I'm at my great aunts anniversary party in tarpon springs",ham
make that 3! 4 fucks sake?! x,ham
Pls come quick cant bare this.,ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
U in town alone?,ham
That's significant but dont worry.,ham
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam
Shall call now dear having food,ham
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
So i could kiss and feel you next to me...,ham
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham
network operator. The service is free. For T & C's visit 80488.biz,spam
"Okay, good, no problem, and thanx!",ham
I'm home...,ham
Actually i'm waiting for 2 weeks when they start putting ad.,ham
Sent me ur email id soon,ham
You will go to walmart. I.ll stay.,ham
Well if I'm that desperate I'll just call armand again,ham
Yeah sure I'll leave in a min,ham
Quite lor. But dun tell him wait he get complacent...,ham
S.i'm watching it in live..,ham
Ü got wat to buy tell us then ü no need to come in again.,ham
K k:) sms chat with me.,ham
I remain unconvinced that this isn't an elaborate test of my willpower,ham
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
But i juz remembered i gotta bathe my dog today..,ham
That seems unnecessarily hostile,ham
No problem with the renewal. I.ll do it right away but i dont know his details.,ham
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
Hi darlin did youPhone me? Im atHome if youwanna chat.,ham
Aight do you still want to get money,ham
I not busy juz dun wan 2 go so early.. Hee.. ,ham
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham
i am going to bed now prin,ham
… and don‘t worry we‘ll have finished by march … ish!,ham
Ok... But bag again..,ham
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham
Oh god i am happy to see your message after 3 days,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,spam
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham
I am in bus on the way to calicut,ham
Long after I quit. I get on only like 5 minutes a day as it is.,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
 and  picking them up from various points,ham
Ok then i come n pick u at engin?,ham
Then what about further plan?,ham
Most of the tiime when i don't let you hug me it's so i don't break into tears.,ham
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham
Nope. I just forgot. Will show next week,ham
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam
I like dis sweater fr mango but no more my size already so irritating.,ham
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
Company is very good.environment is terrific and food is really nice:),ham
Yup i'm free...,ham
You'd like that wouldn't you? Jerk!,ham
Mm you ask him to come its enough :-),ham
Company is very good.environment is terrific and food is really nice:),ham
Ugh just got outta class,ham
Dear good morning how you feeling dear,ham
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam
88800 and 89034 are premium phone services call 08718711108,spam
Whom you waited for yesterday,ham
I'm now but have to wait till 2 for the bus to pick me.,ham
I dont know exactly could you ask chechi.,ham
"Pity, * was in mood for that. So...any other suggestions?",ham
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham
Wot is u up 2 then bitch?,ham
Jordan got voted out last nite!,ham
Lil fever:) now fine:),ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Moji just informed me that you saved our lives. Thanks.,ham
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
Will be out of class in a few hours. Sorry,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam
What time do u get out?,ham
Hmm thinking lor...,ham
You have an important customer service announcement from PREMIER.,spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam
Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
Where in abj are you serving. Are you staying with dad or alone.,ham
Omg how did u know what I ate?,ham
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
If you r @ home then come down within 5 min,ham
Fine am simply sitting.,ham
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",ham
I will see in half an hour,ham
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam
Somebody set up a website where you can play hold em using eve online spacebucks,ham
How much u trying to get?,ham
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham
No messages on her phone. I'm holding it now,ham
Huh but i cant go 2 ur house empty handed right?,ham
I've told you everything will stop. Just dont let her get dehydrated.,ham
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
Howz that persons story,ham
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,ham
What time you thinkin of goin?,ham
These won't do. Have to move on to morphine,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam
"Awesome, be there in a minute",ham
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",ham
Ok enjoy . R u there in home.,ham
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham
will you like to be spoiled? :),ham
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham
Cps is causing the outages to conserve energy.,ham
Wat happened to the cruise thing,ham
No management puzzeles.,ham
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam
